id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay,arrival_delay,satisfaction,satisfied_or_no
46712,Male,"Loyal Customer",24,"Personal Travel",Eco,125,2,4,0,4,2,0,3,2,2,2,4,1,3,2,47,94,"neutral or dissatisfied",0
41188,Male,"Loyal Customer",56,"Personal Travel",Eco,429,2,1,2,3,3,2,3,3,1,4,3,3,2,3,35,29,"neutral or dissatisfied",0
5326,Female,"Loyal Customer",42,"Business travel",Business,3004,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,14,"satisfied",1
80176,Female,"disloyal Customer",24,"Business travel",Eco,1455,2,2,2,3,2,4,4,2,4,4,1,4,3,4,0,0,"neutral or dissatisfied",0
46900,Male,"Loyal Customer",28,"Business travel",Business,833,3,3,3,3,2,2,2,2,1,1,3,4,1,2,0,0,"satisfied",1
89219,Female,"Loyal Customer",17,"Personal Travel",Eco,1892,1,1,1,2,1,1,2,1,2,4,2,2,3,1,0,0,"neutral or dissatisfied",0
17928,Male,"Loyal Customer",31,"Business travel","Eco Plus",789,2,4,4,4,2,1,2,2,1,4,4,3,4,2,0,0,"neutral or dissatisfied",0
55425,Male,"Loyal Customer",60,"Business travel",Business,2254,3,3,5,3,4,4,4,4,4,4,4,4,4,4,2,0,"satisfied",1
88130,Male,"disloyal Customer",39,"Business travel",Business,444,4,4,4,3,1,4,1,1,5,2,5,4,5,1,12,16,"satisfied",1
48354,Female,"Loyal Customer",47,"Business travel",Eco,522,4,5,5,5,3,2,1,4,4,4,4,2,4,2,40,26,"satisfied",1
105905,Male,"Loyal Customer",60,"Business travel",Eco,283,3,4,4,4,3,3,3,3,2,2,4,2,4,3,20,16,"neutral or dissatisfied",0
60943,Male,"Loyal Customer",13,"Business travel",Business,1529,5,5,3,5,4,4,4,4,4,4,5,3,5,4,0,0,"satisfied",1
101584,Male,"disloyal Customer",29,"Business travel",Business,1099,1,1,1,2,3,1,5,3,1,4,2,1,2,3,51,51,"neutral or dissatisfied",0
71388,Female,"Loyal Customer",45,"Business travel",Business,2580,5,5,5,5,2,4,4,5,5,5,5,5,5,5,0,0,"satisfied",1
77866,Male,"Loyal Customer",44,"Business travel",Business,1262,1,1,3,1,3,5,5,4,4,4,4,5,4,4,0,0,"satisfied",1
49223,Female,"Loyal Customer",50,"Business travel",Eco,109,5,1,1,1,4,5,1,5,5,5,5,3,5,2,0,11,"satisfied",1
106530,Female,"Loyal Customer",26,"Personal Travel",Eco,271,3,0,3,5,5,3,5,5,4,3,5,5,4,5,100,93,"neutral or dissatisfied",0
28676,Female,"Loyal Customer",27,"Business travel",Business,2777,5,5,5,5,5,5,5,5,4,1,3,3,2,5,2,0,"satisfied",1
39553,Male,"Loyal Customer",16,"Business travel",Business,2865,2,2,2,2,5,5,5,5,3,2,3,4,5,5,2,0,"satisfied",1
109597,Female,"disloyal Customer",24,"Business travel",Eco,920,4,4,4,4,3,4,3,3,4,3,4,4,3,3,0,0,"neutral or dissatisfied",0
62291,Male,"disloyal Customer",34,"Business travel",Business,414,3,3,3,1,1,3,1,1,5,4,5,4,5,1,2,0,"neutral or dissatisfied",0
40177,Female,"Loyal Customer",30,"Business travel",Business,2154,3,3,3,3,5,5,5,5,1,1,4,2,4,5,0,0,"satisfied",1
33413,Male,"Loyal Customer",50,"Business travel",Eco,2349,4,3,3,3,4,4,4,4,1,2,4,3,4,4,0,0,"satisfied",1
127599,Male,"disloyal Customer",21,"Business travel",Eco,1773,3,3,3,4,4,3,4,4,3,5,4,3,5,4,0,0,"neutral or dissatisfied",0
66723,Male,"Loyal Customer",61,"Personal Travel",Eco,802,1,3,1,3,4,1,4,4,1,2,3,2,4,4,0,0,"neutral or dissatisfied",0
73698,Female,"Loyal Customer",32,"Business travel",Business,192,3,2,2,2,3,3,3,3,4,5,3,4,3,3,0,0,"neutral or dissatisfied",0
27641,Female,"Loyal Customer",22,"Personal Travel","Eco Plus",937,2,5,3,2,1,3,1,1,1,4,4,4,3,1,0,0,"neutral or dissatisfied",0
83891,Male,"Loyal Customer",46,"Business travel",Business,1050,1,0,0,4,2,4,3,4,4,0,4,3,4,2,0,0,"neutral or dissatisfied",0
51662,Female,"disloyal Customer",15,"Business travel",Eco,370,3,2,2,4,4,2,3,4,3,3,3,1,4,4,3,8,"neutral or dissatisfied",0
19833,Female,"Loyal Customer",29,"Personal Travel",Eco,413,3,1,3,4,1,3,1,1,1,3,4,3,4,1,7,14,"neutral or dissatisfied",0
63416,Female,"Loyal Customer",12,"Personal Travel",Eco,372,4,5,4,4,5,4,5,5,4,5,4,3,5,5,89,88,"neutral or dissatisfied",0
7645,Male,"disloyal Customer",50,"Business travel",Business,641,2,2,2,3,1,2,1,1,3,2,5,4,5,1,7,17,"neutral or dissatisfied",0
86002,Male,"Loyal Customer",54,"Business travel",Eco,528,2,3,1,3,2,2,2,2,1,4,3,2,2,2,0,0,"neutral or dissatisfied",0
64457,Male,"Loyal Customer",69,"Personal Travel",Eco,989,1,4,1,1,5,1,5,5,3,2,4,4,5,5,6,3,"neutral or dissatisfied",0
109551,Male,"Loyal Customer",38,"Personal Travel",Eco,920,1,2,1,3,3,1,3,3,2,4,4,2,4,3,0,0,"neutral or dissatisfied",0
86553,Female,"disloyal Customer",25,"Business travel","Eco Plus",853,1,1,1,4,4,1,4,4,3,2,4,3,3,4,0,0,"neutral or dissatisfied",0
17491,Male,"Loyal Customer",26,"Business travel",Eco,352,3,5,5,5,3,3,1,3,4,3,4,2,4,3,108,99,"neutral or dissatisfied",0
114667,Female,"Loyal Customer",53,"Business travel",Business,2690,3,3,3,3,5,5,5,3,3,4,3,3,3,5,0,0,"satisfied",1
59149,Male,"Loyal Customer",47,"Business travel",Business,1846,2,2,2,2,5,4,4,4,4,4,4,4,4,5,62,55,"satisfied",1
74892,Male,"Loyal Customer",42,"Business travel",Business,2475,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,0,"satisfied",1
15197,Male,"disloyal Customer",19,"Business travel",Eco,461,3,3,3,4,3,5,4,4,5,4,4,4,4,4,141,121,"neutral or dissatisfied",0
6867,Male,"Loyal Customer",63,"Personal Travel",Eco,622,3,5,3,2,3,3,3,3,4,2,5,5,5,3,10,11,"neutral or dissatisfied",0
111943,Male,"disloyal Customer",18,"Business travel",Eco,533,3,5,3,4,2,3,3,2,5,4,5,5,4,2,0,0,"neutral or dissatisfied",0
46720,Male,"Loyal Customer",52,"Personal Travel",Eco,125,3,5,3,2,3,3,2,3,3,5,2,1,3,3,0,0,"neutral or dissatisfied",0
67966,Male,"Loyal Customer",60,"Business travel","Eco Plus",1464,3,2,2,2,3,3,3,3,4,3,4,4,4,3,0,3,"neutral or dissatisfied",0
33341,Male,"Loyal Customer",38,"Business travel",Business,2355,2,2,2,2,3,4,3,5,5,5,5,1,5,3,24,0,"satisfied",1
50319,Male,"Loyal Customer",41,"Business travel",Eco,77,5,1,1,1,5,5,5,5,2,2,2,1,2,5,0,0,"satisfied",1
82927,Male,"Loyal Customer",41,"Business travel",Business,2563,2,2,2,2,3,5,4,3,3,4,3,3,3,3,0,0,"satisfied",1
14562,Female,"disloyal Customer",15,"Business travel",Eco,986,2,2,2,5,1,2,1,1,5,5,5,5,4,1,0,6,"neutral or dissatisfied",0
108335,Female,"Loyal Customer",49,"Business travel",Eco,1750,1,5,5,5,1,1,1,4,2,2,4,1,2,1,132,117,"neutral or dissatisfied",0
97959,Male,"Loyal Customer",18,"Personal Travel",Eco,793,4,4,4,5,3,4,4,3,3,4,5,4,4,3,91,71,"satisfied",1
1026,Female,"Loyal Customer",39,"Business travel",Eco,229,5,5,5,5,5,5,5,5,2,3,5,3,2,5,0,0,"satisfied",1
26910,Female,"Loyal Customer",25,"Business travel",Business,1874,2,3,1,1,2,2,2,2,2,2,4,4,5,2,0,0,"neutral or dissatisfied",0
14054,Male,"disloyal Customer",28,"Business travel",Business,319,5,5,5,3,4,5,5,4,5,4,4,3,4,4,0,0,"satisfied",1
109458,Female,"Loyal Customer",37,"Business travel",Business,2571,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0,0,"satisfied",1
51772,Female,"Loyal Customer",31,"Personal Travel",Eco,261,3,4,3,4,3,3,3,3,1,5,4,2,4,3,87,75,"neutral or dissatisfied",0
15019,Female,"Loyal Customer",32,"Personal Travel",Eco,557,3,4,3,3,3,3,3,3,5,3,4,4,5,3,81,63,"neutral or dissatisfied",0
23664,Female,"disloyal Customer",25,"Business travel",Eco,196,2,4,2,4,5,2,5,5,5,4,5,5,1,5,0,5,"neutral or dissatisfied",0
6731,Male,"Loyal Customer",55,"Business travel",Business,3934,3,3,3,3,5,5,5,4,4,4,4,4,4,3,0,0,"satisfied",1
57753,Male,"Loyal Customer",51,"Business travel",Business,2704,4,4,4,4,5,5,5,3,4,3,4,5,4,5,60,75,"satisfied",1
29788,Female,"Loyal Customer",40,"Business travel",Business,2334,0,4,1,2,4,1,3,5,5,5,5,3,5,2,0,0,"satisfied",1
28336,Male,"Loyal Customer",25,"Business travel",Business,3848,1,2,1,1,4,4,4,4,1,5,2,1,2,4,0,0,"satisfied",1
2878,Female,"Loyal Customer",70,"Personal Travel",Eco,409,3,5,3,3,2,4,5,5,5,3,1,3,5,3,0,14,"neutral or dissatisfied",0
81675,Female,"Loyal Customer",55,"Business travel",Eco,907,2,3,3,3,4,4,3,2,2,2,2,1,2,3,19,11,"neutral or dissatisfied",0
50905,Male,"Loyal Customer",53,"Personal Travel",Eco,262,1,5,1,1,5,1,5,5,3,1,1,3,1,5,70,55,"neutral or dissatisfied",0
90850,Male,"Loyal Customer",73,"Business travel",Business,2141,1,1,1,1,3,4,3,2,2,2,1,3,2,4,0,0,"neutral or dissatisfied",0
29340,Female,"Loyal Customer",32,"Business travel","Eco Plus",859,0,0,0,3,3,0,2,3,3,3,4,5,4,3,0,0,"satisfied",1
68731,Male,"Loyal Customer",30,"Personal Travel","Eco Plus",237,1,1,1,2,4,1,5,4,1,4,3,4,3,4,0,0,"neutral or dissatisfied",0
115978,Male,"Loyal Customer",19,"Personal Travel",Eco,308,1,4,4,3,5,4,5,5,4,5,5,3,4,5,91,92,"neutral or dissatisfied",0
29829,Male,"Loyal Customer",33,"Business travel",Business,3679,2,2,2,2,5,5,5,5,3,3,5,2,2,5,0,0,"satisfied",1
82401,Female,"Loyal Customer",13,"Personal Travel",Eco,501,3,4,3,4,2,3,2,2,4,3,5,4,4,2,0,0,"neutral or dissatisfied",0
80083,Male,"Loyal Customer",53,"Business travel","Eco Plus",550,3,4,4,4,3,3,3,3,5,1,3,4,3,3,0,0,"satisfied",1
42783,Female,"disloyal Customer",31,"Business travel",Eco,1118,1,1,1,4,2,1,2,2,3,5,4,4,4,2,0,20,"neutral or dissatisfied",0
39020,Male,"Loyal Customer",62,"Business travel",Business,3179,1,1,1,1,4,3,4,4,4,4,4,4,4,4,0,0,"satisfied",1
46111,Male,"Loyal Customer",29,"Personal Travel",Eco,1085,4,4,3,5,2,3,2,2,4,5,4,3,5,2,8,11,"neutral or dissatisfied",0
66327,Male,"Loyal Customer",57,"Business travel",Business,2807,1,1,1,1,2,4,4,5,5,5,5,4,5,4,0,7,"satisfied",1
43012,Male,"Loyal Customer",34,"Business travel",Business,3802,0,0,0,4,3,4,1,2,2,2,2,2,2,2,0,0,"satisfied",1
82776,Male,"disloyal Customer",45,"Business travel",Eco,926,3,3,3,4,5,3,2,5,3,2,3,4,4,5,26,44,"neutral or dissatisfied",0
48215,Female,"Loyal Customer",65,"Personal Travel",Eco,192,1,2,1,3,5,4,3,2,2,1,2,2,2,3,0,0,"neutral or dissatisfied",0
57441,Female,"Loyal Customer",48,"Business travel",Business,235,2,5,5,5,2,4,3,2,2,2,2,3,2,4,0,0,"neutral or dissatisfied",0
55928,Female,"Loyal Customer",8,"Personal Travel",Eco,733,4,2,4,2,3,4,3,3,1,1,1,4,2,3,0,0,"neutral or dissatisfied",0
98446,Male,"Loyal Customer",36,"Personal Travel",Eco,814,1,0,1,2,5,1,5,5,4,5,5,1,5,5,32,12,"neutral or dissatisfied",0
121273,Female,"Loyal Customer",48,"Business travel",Business,2075,4,4,4,4,3,4,4,4,4,4,4,3,4,4,0,0,"satisfied",1
59385,Female,"Loyal Customer",10,"Personal Travel",Eco,2338,3,4,3,3,5,3,5,5,3,2,4,5,5,5,1,0,"neutral or dissatisfied",0
27078,Male,"disloyal Customer",24,"Business travel",Eco,834,4,4,4,4,5,4,5,5,1,2,5,3,1,5,14,0,"satisfied",1
104661,Male,"Loyal Customer",52,"Business travel",Business,1778,4,4,4,4,2,5,4,3,3,3,3,5,3,5,4,7,"satisfied",1
111483,Male,"disloyal Customer",43,"Business travel",Eco,1052,3,4,4,3,4,4,4,4,3,3,2,3,1,4,0,0,"neutral or dissatisfied",0
11558,Female,"Loyal Customer",21,"Business travel",Business,657,2,2,2,2,5,5,5,5,5,2,4,5,4,5,6,0,"satisfied",1
83673,Female,"disloyal Customer",24,"Business travel",Eco,577,3,3,3,3,2,3,2,2,2,3,3,4,2,2,0,0,"neutral or dissatisfied",0
120382,Male,"disloyal Customer",40,"Business travel",Business,449,4,4,4,2,3,4,3,3,5,4,4,4,4,3,4,0,"satisfied",1
82170,Female,"Loyal Customer",8,"Personal Travel",Eco,237,1,5,1,1,2,1,3,2,5,2,4,3,4,2,0,0,"neutral or dissatisfied",0
117397,Female,"Loyal Customer",40,"Business travel",Business,544,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,0,"satisfied",1
59357,Male,"Loyal Customer",41,"Business travel",Business,2556,4,4,4,4,4,3,4,5,5,5,5,4,5,4,0,0,"satisfied",1
91983,Female,"Loyal Customer",67,"Personal Travel","Eco Plus",2475,4,4,4,4,3,3,4,5,5,4,5,4,5,4,0,0,"neutral or dissatisfied",0
119617,Male,"Loyal Customer",40,"Business travel",Business,3034,2,2,3,2,4,5,5,4,4,4,4,4,4,4,8,28,"satisfied",1
90639,Female,"Loyal Customer",51,"Business travel",Business,366,1,1,1,1,3,4,4,4,4,5,4,5,4,4,0,0,"satisfied",1
59638,Female,"Loyal Customer",59,"Business travel",Business,956,2,1,1,1,5,3,3,2,2,2,2,4,2,1,1,13,"neutral or dissatisfied",0
119074,Male,"Loyal Customer",29,"Business travel",Business,2218,3,3,2,3,3,3,3,3,4,3,5,4,4,3,0,0,"satisfied",1
13395,Male,"Loyal Customer",70,"Personal Travel",Eco,456,0,1,0,4,4,0,4,4,1,4,4,4,4,4,19,45,"satisfied",1
108871,Male,"Loyal Customer",12,"Personal Travel","Eco Plus",1892,4,1,4,2,5,4,5,5,2,3,2,1,2,5,28,45,"neutral or dissatisfied",0
104029,Male,"disloyal Customer",26,"Business travel",Business,1262,0,0,0,3,4,0,3,4,4,2,4,5,4,4,9,0,"satisfied",1
12025,Male,"Loyal Customer",41,"Business travel",Business,3423,3,3,3,3,4,2,4,5,5,5,5,4,5,1,0,0,"satisfied",1
42755,Male,"Loyal Customer",60,"Business travel",Business,493,4,4,4,4,2,4,5,3,3,3,3,3,3,3,0,0,"satisfied",1
32936,Male,"Loyal Customer",39,"Personal Travel",Eco,163,3,5,3,1,1,3,1,1,4,2,5,3,4,1,0,0,"neutral or dissatisfied",0
53978,Female,"Loyal Customer",68,"Personal Travel",Eco,1117,3,2,3,3,3,3,3,5,5,3,5,2,5,4,7,0,"neutral or dissatisfied",0
70029,Male,"Loyal Customer",32,"Business travel",Business,2187,2,2,2,2,3,4,3,3,4,4,4,4,4,3,0,0,"satisfied",1
96407,Male,"Loyal Customer",18,"Personal Travel",Eco,1342,3,4,4,2,3,4,3,3,4,3,3,5,5,3,0,0,"neutral or dissatisfied",0
127129,Male,"Loyal Customer",15,"Personal Travel",Eco,304,3,5,3,2,2,3,1,2,3,5,4,5,4,2,0,0,"neutral or dissatisfied",0
113946,Female,"Loyal Customer",43,"Business travel",Business,1750,1,3,1,1,5,5,4,4,4,4,4,4,4,5,0,7,"satisfied",1
40606,Male,"Loyal Customer",49,"Personal Travel",Eco,216,3,4,0,3,3,0,3,3,4,5,3,4,4,3,0,0,"neutral or dissatisfied",0
7742,Male,"Loyal Customer",25,"Personal Travel",Eco,489,3,3,3,2,3,3,5,3,4,1,5,2,4,3,8,14,"neutral or dissatisfied",0
128529,Female,"Loyal Customer",50,"Personal Travel",Eco,370,2,1,2,3,1,4,3,4,4,2,4,1,4,3,0,0,"neutral or dissatisfied",0
80556,Female,"Loyal Customer",39,"Business travel",Business,1747,2,2,2,2,4,4,4,3,4,5,4,4,4,4,132,123,"satisfied",1
22155,Female,"Loyal Customer",33,"Business travel",Business,773,2,2,2,2,4,4,4,2,3,2,2,4,1,4,140,129,"satisfied",1
56314,Male,"Loyal Customer",17,"Personal Travel",Business,200,3,1,3,4,2,3,2,2,4,1,3,4,3,2,40,27,"neutral or dissatisfied",0
82206,Male,"Loyal Customer",41,"Business travel",Business,405,1,1,1,1,3,4,5,1,1,2,1,3,1,4,0,5,"satisfied",1
68344,Male,"Loyal Customer",31,"Business travel",Business,1598,5,5,5,5,4,4,4,4,3,4,5,5,4,4,0,0,"satisfied",1
18464,Female,"disloyal Customer",39,"Business travel",Business,201,4,3,3,4,1,3,1,1,2,5,5,3,1,1,0,0,"satisfied",1
129310,Male,"Loyal Customer",64,"Business travel",Business,2475,3,3,3,3,2,4,5,5,5,5,5,3,5,3,4,0,"satisfied",1
70613,Male,"Loyal Customer",52,"Business travel",Business,3935,1,1,1,1,3,5,5,4,4,4,4,3,4,3,0,25,"satisfied",1
8558,Female,"Loyal Customer",30,"Business travel",Business,2657,4,5,4,5,1,1,4,1,3,1,4,3,3,1,8,7,"neutral or dissatisfied",0
86840,Female,"Loyal Customer",42,"Business travel",Eco,292,5,2,2,2,5,2,2,5,5,5,5,2,5,5,32,29,"satisfied",1
122170,Female,"Loyal Customer",48,"Business travel",Business,544,2,2,2,2,4,4,5,4,4,5,4,3,4,5,62,46,"satisfied",1
24839,Male,"Loyal Customer",29,"Personal Travel",Eco,861,1,1,1,4,4,1,4,4,4,2,4,2,4,4,0,0,"neutral or dissatisfied",0
87935,Female,"disloyal Customer",23,"Business travel",Eco,271,5,0,5,1,3,5,4,3,4,5,4,5,5,3,62,84,"satisfied",1
10735,Male,"Loyal Customer",74,"Business travel",Eco,134,2,5,5,5,2,2,2,2,4,2,3,2,2,2,43,41,"neutral or dissatisfied",0
118083,Male,"Loyal Customer",60,"Business travel",Business,1276,3,1,1,1,5,3,4,3,3,3,3,2,3,2,10,0,"neutral or dissatisfied",0
15189,Female,"Loyal Customer",46,"Business travel",Business,3185,2,5,5,5,5,3,3,2,2,2,2,1,2,1,0,0,"neutral or dissatisfied",0
116832,Male,"Loyal Customer",55,"Business travel",Business,451,1,1,1,1,4,4,5,4,4,4,4,3,4,3,0,2,"satisfied",1
99415,Male,"Loyal Customer",41,"Business travel",Business,1981,4,4,4,4,4,4,2,5,5,5,5,4,5,4,0,0,"satisfied",1
111821,Male,"Loyal Customer",59,"Personal Travel",Business,1605,2,5,2,5,2,3,5,2,2,2,2,3,2,4,41,19,"neutral or dissatisfied",0
60089,Male,"Loyal Customer",57,"Business travel",Business,1005,4,4,4,4,5,5,4,5,5,5,5,5,5,5,3,0,"satisfied",1
51644,Female,"Loyal Customer",36,"Business travel",Eco,455,3,1,1,1,3,3,3,3,4,4,3,4,3,3,0,0,"neutral or dissatisfied",0
129771,Male,"Loyal Customer",16,"Personal Travel",Eco,308,3,4,3,3,1,3,5,1,4,2,5,5,4,1,2,0,"neutral or dissatisfied",0
5412,Female,"Loyal Customer",54,"Business travel",Business,812,4,4,4,4,4,5,4,4,4,4,4,3,4,5,0,0,"satisfied",1
98444,Female,"disloyal Customer",38,"Business travel",Eco,414,3,0,3,4,3,3,3,3,1,4,5,1,1,3,17,2,"neutral or dissatisfied",0
39113,Male,"Loyal Customer",36,"Business travel",Eco,190,3,2,2,2,3,4,3,3,1,2,1,2,3,3,0,0,"satisfied",1
36518,Female,"Loyal Customer",25,"Business travel",Business,1197,5,5,3,5,5,5,5,5,2,4,4,1,1,5,0,5,"satisfied",1
119576,Female,"Loyal Customer",55,"Personal Travel","Eco Plus",814,3,2,3,4,2,3,3,3,3,3,3,2,3,1,25,19,"neutral or dissatisfied",0
57227,Female,"Loyal Customer",40,"Personal Travel",Eco,1514,2,3,2,5,1,2,1,1,2,5,2,5,3,1,0,0,"neutral or dissatisfied",0
107365,Female,"Loyal Customer",21,"Personal Travel",Eco,632,1,5,1,4,2,1,4,2,4,2,5,4,5,2,9,1,"neutral or dissatisfied",0
233,Female,"disloyal Customer",38,"Business travel",Business,213,3,4,4,4,1,4,1,1,2,3,3,1,4,1,0,0,"neutral or dissatisfied",0
70295,Female,"Loyal Customer",10,"Personal Travel",Eco,852,2,5,2,2,4,2,4,4,4,5,5,4,4,4,1,1,"neutral or dissatisfied",0
110124,Female,"Loyal Customer",60,"Business travel",Business,1056,1,1,5,1,4,4,4,4,2,4,4,4,3,4,214,210,"satisfied",1
46382,Female,"disloyal Customer",45,"Business travel",Eco,1013,3,3,3,4,4,3,4,4,1,3,2,4,4,4,0,0,"neutral or dissatisfied",0
121254,Male,"disloyal Customer",54,"Business travel",Eco,575,1,0,1,1,2,1,2,2,3,3,2,4,4,2,0,8,"neutral or dissatisfied",0
92891,Male,"Loyal Customer",51,"Business travel",Business,3236,4,4,4,4,5,4,5,3,3,4,5,3,3,4,0,13,"satisfied",1
57816,Male,"Loyal Customer",44,"Business travel",Business,2764,5,5,5,5,3,5,5,2,2,2,2,4,2,3,8,15,"satisfied",1
36109,Female,"Loyal Customer",46,"Personal Travel","Eco Plus",399,2,4,3,2,4,4,5,4,4,3,4,4,4,3,0,0,"neutral or dissatisfied",0
1770,Male,"disloyal Customer",20,"Business travel",Business,408,5,0,5,2,3,5,3,3,3,5,5,3,4,3,0,0,"satisfied",1
70400,Female,"Loyal Customer",44,"Business travel",Business,1162,4,4,4,4,4,1,2,4,4,4,4,2,4,2,0,4,"satisfied",1
75299,Male,"Loyal Customer",36,"Personal Travel","Eco Plus",1744,2,1,2,4,1,2,1,1,3,1,2,4,4,1,0,0,"neutral or dissatisfied",0
121885,Female,"Loyal Customer",13,"Personal Travel",Eco,366,4,4,4,5,5,4,5,5,4,4,4,3,4,5,63,47,"neutral or dissatisfied",0
93772,Male,"Loyal Customer",38,"Personal Travel","Eco Plus",368,4,3,3,3,2,3,2,2,1,3,4,4,3,2,0,0,"neutral or dissatisfied",0
15078,Female,"Loyal Customer",33,"Business travel",Business,239,1,1,1,1,5,5,1,4,4,4,4,4,4,1,0,0,"satisfied",1
17597,Male,"Loyal Customer",63,"Personal Travel",Eco,695,2,1,2,3,2,2,2,2,1,3,4,1,3,2,7,32,"neutral or dissatisfied",0
4927,Female,"Loyal Customer",60,"Business travel",Business,1020,4,4,4,4,3,4,4,5,5,5,5,4,5,5,5,0,"satisfied",1
32994,Female,"Loyal Customer",62,"Personal Travel",Eco,163,3,2,3,4,2,3,3,3,3,3,1,1,3,2,0,0,"neutral or dissatisfied",0
8213,Female,"Loyal Customer",50,"Business travel",Eco,125,4,3,1,3,2,4,3,3,3,4,3,1,3,4,0,0,"neutral or dissatisfied",0
53073,Female,"Loyal Customer",24,"Business travel","Eco Plus",1208,4,5,5,5,4,4,4,4,2,2,4,1,4,4,1,0,"satisfied",1
19789,Female,"Loyal Customer",15,"Personal Travel",Eco,667,2,5,3,4,5,3,4,5,4,3,5,3,4,5,35,35,"neutral or dissatisfied",0
84270,Male,"Loyal Customer",34,"Business travel",Business,334,3,4,4,4,1,4,3,3,3,3,3,4,3,2,0,0,"neutral or dissatisfied",0
74151,Female,"Loyal Customer",36,"Business travel",Business,2046,4,1,1,1,2,3,4,4,4,3,4,1,4,2,0,62,"neutral or dissatisfied",0
117893,Female,"Loyal Customer",50,"Business travel",Business,1566,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,0,"satisfied",1
15249,Male,"Loyal Customer",19,"Personal Travel",Eco,445,4,4,2,3,2,2,2,2,1,5,3,1,3,2,2,0,"satisfied",1
114937,Male,"Loyal Customer",52,"Business travel",Business,2590,4,4,4,4,5,5,4,4,4,4,4,5,4,5,0,0,"satisfied",1
85861,Male,"Loyal Customer",50,"Business travel",Business,2136,4,4,4,4,2,4,4,5,5,5,5,5,5,3,1,0,"satisfied",1
17158,Female,"disloyal Customer",26,"Business travel",Eco,643,1,1,1,3,1,1,2,1,4,5,3,4,3,1,0,0,"neutral or dissatisfied",0
128028,Female,"disloyal Customer",49,"Business travel",Business,1440,2,2,2,4,5,2,5,5,5,5,4,3,5,5,15,3,"neutral or dissatisfied",0
3109,Male,"Loyal Customer",54,"Personal Travel","Eco Plus",594,1,3,2,2,4,2,4,4,5,4,2,4,4,4,0,0,"neutral or dissatisfied",0
6332,Male,"disloyal Customer",27,"Business travel",Business,296,5,5,5,3,2,5,2,2,4,3,5,4,5,2,28,51,"satisfied",1
129473,Male,"Loyal Customer",60,"Business travel",Business,2611,4,4,4,4,4,4,4,4,4,5,4,4,4,4,17,10,"satisfied",1
70511,Male,"Loyal Customer",10,"Personal Travel",Eco,867,4,4,4,1,4,4,4,4,4,4,4,3,5,4,0,0,"neutral or dissatisfied",0
8529,Female,"Loyal Customer",15,"Personal Travel",Eco,862,1,5,1,4,4,1,4,4,4,3,4,5,5,4,0,1,"neutral or dissatisfied",0
44101,Female,"disloyal Customer",20,"Business travel",Eco,257,3,1,3,3,3,3,3,3,4,2,3,2,4,3,6,0,"neutral or dissatisfied",0
20031,Male,"Loyal Customer",52,"Business travel",Business,2398,2,2,2,2,2,5,1,4,4,4,4,5,4,5,109,100,"satisfied",1
2103,Male,"Loyal Customer",60,"Personal Travel",Eco,812,1,2,1,2,2,1,2,2,4,5,1,3,2,2,38,22,"neutral or dissatisfied",0
33484,Male,"Loyal Customer",44,"Business travel",Business,2496,4,4,4,4,2,3,5,4,4,4,4,5,4,3,0,0,"satisfied",1
41094,Female,"Loyal Customer",50,"Business travel",Eco,140,5,1,1,1,5,2,3,5,5,5,5,4,5,4,71,58,"satisfied",1
76419,Male,"Loyal Customer",40,"Business travel",Business,3142,4,4,4,4,4,4,4,3,2,4,5,4,4,4,145,147,"satisfied",1
107120,Female,"disloyal Customer",23,"Business travel",Eco,842,1,1,1,1,1,1,5,1,5,5,4,4,5,1,0,0,"neutral or dissatisfied",0
109543,Female,"Loyal Customer",30,"Personal Travel",Eco,861,4,1,3,2,4,3,4,4,3,5,2,4,3,4,26,14,"neutral or dissatisfied",0
86687,Male,"Loyal Customer",51,"Personal Travel",Business,1747,2,4,3,3,1,3,4,5,5,3,2,1,5,3,10,0,"neutral or dissatisfied",0
106144,Female,"Loyal Customer",58,"Business travel",Eco,302,2,1,1,1,5,2,3,2,2,2,2,4,2,3,17,3,"neutral or dissatisfied",0
126649,Male,"Loyal Customer",46,"Personal Travel",Eco,602,5,4,5,2,2,5,2,2,4,2,5,5,5,2,0,0,"satisfied",1
5451,Male,"Loyal Customer",52,"Business travel",Business,265,3,4,4,4,3,1,1,3,3,4,3,4,3,3,97,123,"neutral or dissatisfied",0
99445,Male,"disloyal Customer",20,"Business travel",Business,283,5,0,5,2,5,5,5,5,4,5,5,5,5,5,13,8,"satisfied",1
44102,Male,"Loyal Customer",46,"Business travel",Business,473,1,1,1,1,4,1,4,5,5,5,5,5,5,3,0,0,"satisfied",1
81994,Male,"disloyal Customer",46,"Business travel",Eco,1253,3,3,3,3,2,3,2,2,1,4,4,1,3,2,0,0,"neutral or dissatisfied",0
